Scientific name	Comments	WORMS Authority	WORMS Rank	WORMS Kingdom	WORMS Phylum	WORMS Class	WORMS Order	WORMS Family	WORMS Genus	WORMS AphiaID
Alytoleucon pallidus		G.O. Sars, 1865	Species	Animalia	Arthropoda	Malacostraca	Cumacea	Leuconidae	Leucon	110609
Amblyops abbreviata		(Sars G.O., 1869)	Species	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Amblyops	119941
Ampelisca macrocephale		Liljeborg, 1852	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Ampelisca	101908
Ampharetae lindstroemi		Malmgren, 1867 sensu Hessle, 1917	Species	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Ampharete	129781
Ampharetidae frgm		Malmgren, 1866	Family	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae		981
Amphidinium pellucidum		E.C.Herdman, 1922	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	109748
Aphanothece		Nägeli, 1849	Genus	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Cyanobacteriaceae	Aphanothece	146715
Aplysia		Linnaeus, 1767	Genus	Animalia	Mollusca	Gastropoda	Anaspidea	Aplysiidae	Aplysia	137654
Appendicularia			Class	Animalia	Chordata	Appendicularia				146421
Appendicullaria			Class	Animalia	Chordata	Appendicularia				146421
Araphura brevimanus		(Lilljeborg, 1864)	Species	Animalia	Arthropoda	Malacostraca	Tanaidacea	Tanaellidae	Araphura	136344
Aricidea cerutti		Laubier, 1966	Species	Animalia	Annelida	Polychaeta		Paraonidae	Aricidea	525497
Artacama proboscoidea		Malmgren, 1866	Species	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Artacama	131482
Ascidella scabra		(Müller, 1776)	Species	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	103719
Astarte		J. de C. Sowerby, 1816	Genus	Animalia	Mollusca	Bivalvia	Carditoida	Astartidae	Astarte	137683
Asterias		Linnaeus, 1758	Genus	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	123219
Asterias rubens		Olivi, 1792	Species	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	379562
Asterope mariae		(Baird, 1850) Brady, 1871	Species	Animalia	Arthropoda	Ostracoda	Myodocopida	Cylindroleberididae	Asterope	127700
Astropecten irregularis		(Pennant, 1777)	Species	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Astropecten	123867
Athanas nitiscens		(Leach, 1813 [in Leach, 1813-1814])	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Alpheidae	Athanas	107486
Atylus swammerdami		(Milne Edwards, 1830)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Atylidae	Atylus	102131
Bathyporeia pilosa		Lindström, 1855	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Bathyporeiidae	Bathyporeia	103068
Bicosta		B.S.C.Leadbeater, 1978	Genus	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Bicosta	105505
Bosmina coregoni		Baird, 1857	Species	Animalia	Arthropoda	Branchiopoda	Diplostraca	Bosminidae	Bosmina	106271
Bosmina coregoni longirostris		Baird, 1845	Genus	Animalia	Arthropoda	Branchiopoda	Diplostraca	Bosminidae	Bosmina	106265
Bosmina coregoni maritima		P.E.Müller, 1867	Subspecies	Animalia	Arthropoda	Branchiopoda	Diplostraca	Bosminidae	Bosmina	106279
Calianassa subteranea		(Montagu, 1808)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	107729
Calianassa subterranea		(Montagu, 1808)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	107729
Calliannassa subteranea		(Montagu, 1808)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	107729
Cephalochordata (Branchiostoma spp.)			Subphylum	Animalia	Chordata					1824
Cerastoderma glaucum		(Bruguière, 1789)	Species	Animalia	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	138999
Ceratium longipes		(Bailey) Gran, 1902	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Ceratium	109964
Ceratium macroceros		(Ehrenberg) Vanhöffen, 1897	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Ceratium	109967
Ceratium tripos		(O.F.Müller) Nitzsch, 1817	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Ceratium	109982
Cercopagis pengoi		(Ostroumov, 1891)	Species	Animalia	Arthropoda	Branchiopoda	Diplostraca	Cercopagididae	Cercopagis	234025
Cerianthus lloydiii		Gosse, 1859	Species	Animalia	Cnidaria	Anthozoa	Ceriantharia	Cerianthidae	Cerianthus	283798
Chaetoceros borealis		J.W.Bailey, 1854	Species	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros	149124
Chaetoceros ceratosporus var. ceratosporus			Variety	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros	163016
Chaetoceros concavicornis		Mangin, 1917	Species	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros	156607
Chaetoceros gracilis		Schütt, 1895	Species	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros	178204
Chaetoceros pseudobrevis		Pavillard, 1911	Species	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros	163109
Chaetopterus frgm		Cuvier, 1830	Genus	Animalia	Annelida	Polychaeta		Chaetopteridae	Chaetopterus	129229
Cheirocrathus sundevalli		(Rathke, 1843)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Cheirocratidae	Cheirocratus	102798
Choanoflagellidea		Kent, 1880	Order	Protozoa	Sarcomastigophora	Zoomastigophora	Choanoflagellida			25
Closterium acutum var. acutum		(Lyngb.) Breb.	Subspecies	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Closteriaceae	Closterium	254439
Cochlodinium helix		(Pouchet, 1887) Lemmermann, 1899	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Cochlodinium	109767
Corophidae		Leach, 1814	Family	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae		101376
Coscinodiscus radiatus		Ehrenberg, 1840	Species	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	149158
Crangon		Fabricius, 1798	Genus	Animalia	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	107007
Crangon allmani		Kinahan, 1860	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	107551
Crassicorophium bonnellii		(Milne Edwards, 1830)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Crassicorophium	237004
Cryptaulax		Skuja, 1948	Genus	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptaulax	146167
Ctenophora		Eschscholtz, 1829	Phylum	Animalia	Ctenophora					1248
Cyanophtalma obscura		(Schultze, 1851)	Species	Animalia	Nemertea	Enopla	Monostilifera	Tetrastemmatidae	Cyanophthalma	122739
Cyclotrichium		Meunier, 1910	Genus	Chromista	Ciliophora	Litostomatea	Haptorida	Didiniidae	Cyclotrichium	341295
Daphnia		O.F. Müller, 1785	Genus	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	148370
Dentalium		Linnaeus, 1758	Genus	Animalia	Mollusca	Scaphopoda	Dentaliida	Dentaliidae	Dentalium	137886
Desmodesmus armatus var. armatus		(R.Chodat) E.Hegewald, 2000	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	612499
Diastylis biplicata		(Sars G.O., 1865)	Species	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastyloides	110494
Diastylis bradyi/laevis		Say, 1818	Genus	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis	110398
Diastylis luficera		(Krøyer, 1837)	Species	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis	110483
Diatoma		Bory de Saint-Vincent, 1824	Genus	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	149013
Diatoma vulgaris		Bory de Saint-Vincent, 1824	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	149347
Dictyosphaerium ehrenberg		Nägeli, 1849	Species	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	178625
Dinoflagellate		Fritsch, 1927	Class	Chromista	Myzozoa	Dinophyceae				19542
Dinophysis rotundata		Levander, 1894	Species	Chromista	Myzozoa	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	232163
Diploccirus glaucus		(Malmgren, 1867)	Species	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Diplocirrus	130100
Diplopsalis lenticula		Bergh, 1882	Species	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Diplopsalis	110001
Distylis laevis		Norman, 1869	Species	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis	110481
Dolichospermum		(Ralfs ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009	Genus	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	578476
Dolichospermum flos-aquae		(Brébisson ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009	Species	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Dolichospermum	623803
Echinocythereis echinata		(Sars, 1866) Puri, 1954	Species	Animalia	Arthropoda	Ostracoda	Podocopida	Trachyleberididae	Echinocythereis	128378
Echinus		Linnaeus, 1758	Genus	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Echinus	123386
Edwardsia		Quatrefages, 1842	Genus	Animalia	Cnidaria	Anthozoa	Actiniaria	Edwardsiidae	Edwardsia	100730
Edwardsidae		Andres, 1881	Family	Animalia	Cnidaria	Anthozoa	Actiniaria	Edwardsiidae		100665
Enipo kinbergi		Malmgren, 1866	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Enipo	130738
Epithemia		Kützing, 1844	Genus	Chromista	Ochrophyta	Bacillariophyceae	Rhopalodiales	Rhopalodiaceae	Epithemia	149026
Ericthonius difformis		Milne Edwards, 1830	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Ericthonius	102403
Ericthonius rubricornis		(Stimpson, 1853)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Ericthonius	102409
Eukaryota										1
Eulalia bilineata		(Johnston, 1840)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Eulalia	130624
Eunereis elitoralis		(Eliason, 1962)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Eunereis	130374
Fabricia		Blainville, 1828	Genus	Animalia	Annelida	Polychaeta	Sabellida	Fabriciidae	Fabricia	129529
Fabricia stellaris stellaris		(O. F. Müller, 1774)	Subspecies	Animalia	Annelida	Polychaeta	Sabellida	Fabriciidae	Fabricia	146433
Fabriciinae		Rioja, 1923	Family	Animalia	Annelida	Polychaeta	Sabellida	Fabriciidae		154918
Favella		Jörgensen, 1924	Genus	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Ptychocylididae	Favella	172431
Fish			Superclass	Animalia	Chordata					11676
Fragilaria ulna var. ulna		(Nitzsch) Lange-Bertalot, 1980	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	149029
Glycera lapidum		Quatrefages, 1866	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	130123
Glycera rouxii, frgm		Audouin & Milne Edwards, 1833	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	130127
Glyphohesione klatti		Friedrich, 1950	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Pilargidae	Glyphohesione	130696
Gnathia oxyurea		(Lilljeborg, 1855)	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Gnathiidae	Gnathia	118995
Golfingia sp		Lankester, 1885	Genus	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae	Golfingia	136021
Goniochloris spp		Geitler, 1928	Genus	Chromista	Ochrophyta	Xanthophyceae	Mischococcales	Pleurochloridaceae	Goniochloris	600926
Gonyaulax digitale		(Pouchet) Kofoid, 1911	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	110015
Gonyaulax spinifera		(Claparède & Lachmann) Diesing, 1866	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	110041
Gyptis helgolandica		Hilbig & Dittmer, 1979	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Gyptis	328188
Gyptis helgolandica (?)		Hilbig & Dittmer, 1979	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Gyptis	328188
Gyptis rosea		Marion, 1875	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Gyptis	130157
Gyrodinium calyptroglyphe		Lebour, 1925	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	663610
Gyrosigma attenuatum		Hassall, 1845	Genus	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	Gyrosigma	149033
Gyrosigma fasciola		(Ehrenberg) J.W.Griffith & Henfrey, 1856	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	Gyrosigma	149494
Haliella stenostoma		(Jeffreys, 1858)	Species	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Eulimidae	Haliella	139825
Hiatella		Bosc, 1801	Genus	Animalia	Mollusca	Bivalvia	[unassigned] Euheterodonta	Hiatellidae	Hiatella	138068
Hippdonta capitata var. capitata		(Ehrenberg) Lange-Bertalot, Metzeltin & Witkowski, 1996	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Hippodonta	447739
Hyale vitrea		(Montagu, 1803)	Species	Animalia	Mollusca	Gastropoda	Littorinimorpha	Iravadiidae	Hyala	140129
Hyalodiscus		Ehrenberg, 1845	Genus	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Hyalodiscaceae	Hyalodiscus	149061
Hydrachtinia carnea		(M. Sars, 1846)	Species	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Hydractiniidae	Hydractinia	151717
Hydromedusae		Owen, 1843	Class	Animalia	Cnidaria	Hydrozoa				1337
Hyperia		Latreille, 1823	Genus	Animalia	Arthropoda	Malacostraca	Amphipoda	Hyperiidae	Hyperia	101796
Invertebrata			Kingdom	Animalia						2
Jassa falcata		(Montagu, 1808)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Jassa	102431
Kellicottia bostoniensis		(Rousselet, 1908)	Species	Animalia	Rotifera	Eurotatoria	Ploima	Brachionidae	Kellicottia	847465
Keratella crusiformis		(Thompson, 1892)	Species	Animalia	Rotifera	Eurotatoria	Ploima	Brachionidae	Keratella	134991
Koliella longiseta f. longiseta		(Vischer) Hindák, 1963	Species	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Koliella	248126
Lacrymaria		Ehrenberg	Genus	Chromista	Ciliophora	Litostomatea	Haptorida	Lacrymariidae	Lacrymaria	603050
Lagerheimia longiseta var. longiseta		(Lemmermann) Printz, 1914	Species	Plantae	Chlorophyta	Trebouxiophyceae	Oocystales	Oocystaceae	Lagerheimia	555799
Lagerheimia subsalsa		Lemmermann, 1898	Species	Plantae	Chlorophyta	Trebouxiophyceae	Oocystales	Oocystaceae	Lagerheimia	178941
Lamellibranchia		Blainville, 1824	Class	Animalia	Mollusca	Lamellibranchiata				234066
Lepocinclis ovum		(Ehrenberg) Minkevich, 1899	Species	Protozoa	Euglenozoa	Euglenoidea	Euglenida	Phacaceae	Lepocinclis	669783
Leptocheirus pilosus		Zaddach, 1844	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Leptocheirus	102040
Leptognathia		Sars, 1882	Genus	Animalia	Arthropoda	Malacostraca	Tanaidacea	Leptognathiidae	Leptognathia	136229
Leucon		Krøyer, 1846	Genus	Animalia	Arthropoda	Malacostraca	Cumacea	Leuconidae	Leucon	110414
Leucothoe lilljeborgii		Boeck, 1861	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Leucothoidae	Leucothoe	102462
Levensenia gracilis		(Tauber, 1879)	Species	Animalia	Annelida	Polychaeta		Paraonidae	Levinsenia	130578
Lingulodinium polyedrum		(F.Stein) J.D.Dodge, 1989	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Lingulodinium	233592
Lipobranchus jeffreysi		(McIntosh, 1869)	Species	Animalia	Annelida	Polychaeta		Scalibregmatidae	Lipobranchius	333843
Littorina saxatilis		(Olivi, 1792)	Species	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Littorina	140264
Luidia sarsi		Düben & Koren, 1845	Species	Animalia	Echinodermata	Asteroidea	Paxillosida	Luidiidae	Luidia	178639
Lumbrinereis fragilis		(O.F. Müller, 1776)	Species	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	152285
Lumbrinereis scopa aequilobata		Winsnes, 1981	Subspecies	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	155482
Lumbrineris frgm		Blainville, 1828	Genus	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	129337
Lumbrineris scopa aquilobata		Winsnes, 1981	Subspecies	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	155482
Lyngbya aestuarii		Liebman ex Gomont, 1892	Species	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Lyngbya	157084
Macoma calcaria		(Gmelin, 1791)	Species	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Macoma	141580
Macropodia rostrata		(Linnaeus, 1761)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Inachidae	Macropodia	107345
Malmgreniella antilopes		(McIntosh, 1874)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Malmgreniella	130809
Marenzelleria sp.		Mesnil, 1896	Genus	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Marenzelleria	129615
Merismopedia		Meyen, 1839	Genus	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Merismopedia	146545
Merismopedia elegans		A.Braun ex Kützing, 1849	Species	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Merismopedia	177158
Merona cornucopia		(Norman, 1864)	Species	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Oceaniidae	Merona	117434
Metridiidae			Family	Animalia	Cnidaria	Anthozoa	Actiniaria	Metridiidae		100678
Microcalanus		Sars G.O., 1903	Genus	Animalia	Arthropoda		Calanoida	Clausocalanidae	Microcalanus	104164
Moera loveni		(Bruzelius, 1859)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Maeridae	Maera	102820
Moniporeia affinis		(Lindström, 1855)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Pontoporeiidae	Monoporeia	103077
Monoculodes breviops		Bulycheva, 1952	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Monoculodes	845994
Mya		Linnaeus, 1758	Genus	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Mya	138211
Myriochela oculata		Zachs, 1923	Species	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele	130543
Myriochele daniellseni		Hansen, 1878	Species	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele	130540
Myrtea spinnifera		(Montagu, 1803)	Species	Animalia	Mollusca	Bivalvia	Lucinoida	Lucinidae	Myrtea	140287
Mysis relicta		Lovén, 1862	Species	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis	120120
Mysis relicta s. lat.		Lovén, 1862	Species	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis	120120
Nassarius reticulata		(Linnaeus, 1758)	Species	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	140513
Navicula		Bory de Saint-Vincent, 1822	Genus	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	149142
Nemertini indet			Phylum	Animalia	Nemertini					246812
Nephtys insica		Malmgren, 1865	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys	130362
Neridae		Grube, 1850	Class	Animalia	Annelida	Polychaeta				883
Nitzschia		Hassall, 1845	Genus	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	149045
Nitzschia paleacea		Grunow	Species	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	609727
Nodularia		Mertens ex Bornet & Flahault, 1886	Genus	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nodularia	156692
Nodularia harveyana		(Thwaites) Thuret, 1875	Species	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nodularia	178477
Nucula sulcata		Bronn, 1831	Species	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Nucula	140592
Nucula tumidula		Malm, 1861	Species	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Nucula	140593
Nymphon gracile		Leach, 1814	Species	Animalia	Arthropoda	Pycnogonida	Pantopoda	Nymphonidae	Nymphon	134687
Oid										1
Oikopleura dioica		Fol, 1872	Species	Animalia	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	103407
Oithona		Baird, 1843	Genus	Animalia	Arthropoda		Cyclopoida	Oithonidae	Oithona	106485
Onchnesoma squamatum		(Koren & Danielssen, 1875)	Species	Animalia	Sipuncula	Sipunculidea	Golfingiida	Phascolionidae	Onchnesoma	136065
Onchnesoma steenstrupi		Koren & Danielssen, 1876	Species	Animalia	Sipuncula	Sipunculidea	Golfingiida	Phascolionidae	Onchnesoma	424624
Ophelina borealis		Quatrefages, 1866	Species	Animalia	Annelida	Polychaeta		Opheliidae	Ophelia	130491
Ophelina cylindricaudata		(Hansen, 1879)	Species	Animalia	Annelida	Polychaeta		Opheliidae	Ophelina	130503
Orbinia cuvieri		(Audouin & Milne Edwards, 1833)	Species	Animalia	Annelida	Polychaeta		Orbiniidae	Orbinia	130521
Palaemon		Weber, 1795	Genus	Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon	107032
Paramphinome jeffreysi		(McIntosh, 1868)	Species	Animalia	Annelida	Polychaeta	Amphinomida	Amphinomidae	Paramphinome	129837
Paramphinone jeffreysi		(McIntosh, 1868)	Species	Animalia	Annelida	Polychaeta	Amphinomida	Amphinomidae	Paramphinome	129837
Pectinaria belgica		(Pallas, 1766), sensu Malmgren, 1866	Species	Animalia	Annelida	Polychaeta	Terebellida	Pectinariidae	Pectinaria	334418
Pediastrum duplex var. duplex		Meyen, 1829	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pediastrum	164061
Phascolion strombus		(Montagu, 1804)	Species	Animalia	Sipuncula	Sipunculidea	Golfingiida	Phascolionidae	Phascolion	175043
Phascolosoma		Leuckart, 1828	Genus	Animalia	Sipuncula	Phascolosomatidea	Phascolosomatida	Phascolosomatidae	Phascolosoma	136029
Phaxas pellucida		(Pennant, 1777)	Species	Animalia	Mollusca	Bivalvia	[unassigned] Euheterodonta	Pharidae	Phaxas	140737
Pherusa		Oken, 1807	Genus	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Pherusa	129293
Philine aperta		(Linnaeus, 1767)	Species	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinidae	Philine	140744
